Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References,Compilation_Source,,UTM_Zone,UTM_Easting,UTM_Northing,Comment,Tectonic_Unit
3 Cordova Lk,1102,4,3,U/Pb,Metamorphic,"4 fractions (2 abr), one is slightly discordant (ellipse just touches concordia), others are disocrdant. Broadly colinear but with ""poor fit to line"". Age is upper intercept of error-expanded Davis regression (estimate). L.int at ca. 110 Ma.",Zircon,TIMS,Maximum Estimate,Grenville Province,ON,44.51839,-77.85364,Approx. 2 km E of N end of Round Lake,"Central Metasedimentary Belt - Cordova Lake Formation, Belmont Lake Metavolcanic Complex",Volcanic,"rhyolite sill, recrystallized","Davis, D.W. and Bartlett, J.R., 1988. Geochronology of the Belmont Lake Metavolcanic Complex and implications for crustal development in the Central Metasedimentary Belt, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 25, p. 1751-1759",GSCdatabase,,,,,,
Location 3.2,987,2,2,U/Pb,Peak Metamorphic,"5 fractions zircon, consisting of colourless uncored grains and of tips, 3 are colinear, including a concordant point which defines the age (207Pb/206Pb age). Tip fractions (0.4 and -0.1% disc) give analytically indistinguishable age. Age of melt-pod",Zircon,TIMS,Direct,Grenville Province,ON,46.70005,-79.78316,"Highway 11, north of North Bay. Coordinates approximated from regional scale sketch map in report",Grenville Front Tectonic Zone - unknown,Metamorphic,"pegmatite patch, unstrained, hosted in strongly lineated amphibolitic migmatite","Krogh, T.E., 1994. Precise U-Pb ages for Grenvillian and pre-Grenvillian thrusting of Proterozoic and Archean metamorphic assemblages in the Grenville Front tectonic zone, Canada; Tectonics, v. 13, p. 963-982",GSCdatabase,,,,,,
Mattawa quartzite,995,40,40,U/Pb,Metamorphic,Grey-literature: information and age quality to be verified by user,Zircon,TIMS,Unverified,Grenville Province,ON,46.55005,-79.23314,Location approximate.,Central gneiss belt - Mattawa quartzite,Metamorphic,quartzite / quartz arenite,"Krogh, T.E., 1989. Provenance and metamorphic ages in the Grenville, Northwest Teritories; Lithoprobe Abitibi-Grenville Project Workshop, March 1989, p. 5-7",GSCdatabase,,,,,,
2000-HP-3061,1184,0,0,U/Pb,Metamorphic,4 groupes morphologiques distincts. L'analyse de 70 grains (53 concordants) a permis d'etablir que le maxima des zircons les plus jeunes est de 1184 Ma (age metamorphique) et celui representant l'age le plus abondant est de 1427 Ma.,Zircon,ICPMSMC,Minimum Estimate,Grenville Province,QC,47.08256,-75.3896,"preleve a environ 25 km au NW de Sainte-Anne-du-Lac, en bordure d?un chemin forestier tertiaire accessible de la route R1503.","[mpro]rab | Mesoproterozoique, Suite supracrustale de Rabot",Sedimentary,quartzite: Les quartzites sont a grains fins ou moyens et renferment de la biotite. Ils forment des lits de 1 cm a 3 m d?epaisseur qui alternent avec des paragneiss quartzofeldspathiques a biotite en lits de 1 cm a 30 cm. [31O0320000612HP3061],"David, J., Moukhsil, A., Clark,T., Hebert, C., Nantel, S., Dion, C. et Sappin, A-A., 2009. Datations U-Pb effectuees dans les provinces de Grenville et de Churchill en 2006-2007. Ministere des Ressources naturelles et de la Faune, Quebec; RP 2009-03.; Datations U-Pb effectuees dans les provinces de Grenville et de Churchill en 2006-2007. Ministere des Ressources naturelles et de la Faune, Quebec; RP 2009-03.",GSCdatabase,,,,,,
2011-AM-0144A,1057,56,56,U/Pb,Metamorphic,None,Zircon,LA-ICPMS,Minimum Direct,Grenville Province,QC,50.73483,-69.27169,None,Suite plutonique des Outardes,Plutonic,Mangerite:,"Davis, D.W., Moukhsil, A., Lafrance, I., Hammouche, H., Goutier, J., Pilote, P., Takam, T.F., 2015. Datations U-Pb dans les provinces du Superieur, de Churchill et de Grenville effectuees au JSGL en 2012-2013",GSCdatabase,,,,,,
2012-AM-0054D,1057.7,1.6,1.6,U/Pb,Metamorphic,None,Zircon,TIMS,Estimate,Grenville Province,QC,50.32165,-69.48884,None,Suite de Louis,Plutonic,Norite: Leuconorite pegmatitique,"Davis, D.W., Moukhsil, A., Lafrance, I., Hammouche, H., Goutier, J., Pilote, P., Takam, T.F., 2015. Datations U-Pb dans les provinces du Superieur, de Churchill et de Grenville effectuees au JSGL en 2012-2013",GSCdatabase,,,,,,
2012-AM-0139A,1065,13,13,U/Pb,Metamorphic,None,Zircon,LA-ICPMS,Maximum Direct,Grenville Province,QC,50.36207,-69.47574,None,Complexe de Canyon,Plutonic,Mangerite: Mangerite a grain grossier,"Davis, D.W., Moukhsil, A., Lafrance, I., Hammouche, H., Goutier, J., Pilote, P., Takam, T.F., 2015. Datations U-Pb dans les provinces du Superieur, de Churchill et de Grenville effectuees au JSGL en 2012-2013",GSCdatabase,,,,,,
2007-JY-9046,1045,0,0,U/Pb,Metamorphic,L?analyse de soixante monozircons a livre des ages 207Pb/206Pb variant de 963 Ma et 3249 Ma. Le traitement statistique permet d?assigner au mode le plus jeune (1045 Ma) les 10 surcroissances representant l?episode de metamorphisme.,Zircon,ICPMSMC,Estimate,Grenville Province,QC,49.13722,-69.30216,"localise a environ 500 m du lac Walsh, sur le cote est de la route menant au reservoir de la Riviere Betsiamite. (Indice Walsh)","[mpro]bou2 | Mesoproterozoique, Complexe de Bourdon",Sedimentary,quartzite (meta): Quartzite (unite mPbou2) plus au moins pur provenant de l?indice Walsh (indice de silice). [22F0320070619JY9046],"David, J., Moukhsil, A. et Dion, C., 2010. Datations U-Pb effectuees dans la Province de Grenville en 2008-2009. Ministere des Ressources naturelles et de la Faune, Quebec; RP2010-10.; Datations U-Pb effectuees dans la Province de Grenville en 2008-2009. Ministere des Ressources naturelles et de la Faune, Quebec; RP2010-10.",GSCdatabase,,,,,,
13-AM-124,1002,2,2,U/Pb,Metamorphic,None,Zircon,TIMS,Direct,Grenville Province,QC,50.14803,-68.99552,None,Complexe de Hulot,Plutonic,Gabbronorite:,"Augland, L.E., Moukhsil, A., Solgadi, F., Indares, A., 2015. Pinwarian to Grenvillian magmatic evolution in the central Grenville Province: new constraints from ID-TIMS U-Pb ages and coupled Lu-Hf S-MC-ICP-MS data; Canadian Journal of Earth Sciences, v. 52, p. 701-721",GSCdatabase,,,,,,
2010-AM-0163,1030,5,5,U/Pb,Metamorphic,None,Zircon,LA-ICPMS,Minimum Direct,Grenville Province,QC,51.0292,-67.67642,None,Complexe de la Plus-Value,Sedimentary,Quartzite: Quartzite a grain fin,"Moukhsil, A., Solgadi, F., Lacost, P., Gagnon, M., David, J., 2012. Geologie de la region du lac du Milieu.",GSCdatabase,,,,,,
2011-AM-0039A,1009,1,1,U/Pb,Metamorphic,None,Zircon,TIMS,Direct,Grenville Province,QC,51.19177,-69.03187,None,Complexe de Ulamen,Plutonic,Tonalite: Tonalite gneissique,"Moukhsil, A., Solgadi, F., Clark, T., Blouin, S., Indares, A., Davis, D.W., 2013. Geologie du nord-ouest de la region du barrage Daniel-Johnson (Manic 5), Cote-Nord.",GSCdatabase,,,,,,
2011-AM-0064A,1041,21,21,Pb/Pb,Metamorphic,None,Zircon,LA-ICPMS,Minimum Direct,Grenville Province,QC,51.09982,-68.68303,None,Complexe de Canyon,Plutonic,Mangerite: Mangerite porphyrique,"Moukhsil, A., Solgadi, F., Clark, T., Blouin, S., Indares, A., Davis, D.W., 2013. Geologie du nord-ouest de la region du barrage Daniel-Johnson (Manic 5), Cote-Nord.",GSCdatabase,,,,,,
2011-NT-6038A,997,38,38,Pb/Pb,Metamorphic,None,Zircon,LA-ICPMS,Direct,Grenville Province,QC,50.76786,-68.26135,None,Mangerite de Renwick,Plutonic,Mangerite: Mangerite foliee,"Moukhsil, A., Solgadi, F., Clark, T., Blouin, S., Indares, A., Davis, D.W., 2013. Geologie du nord-ouest de la region du barrage Daniel-Johnson (Manic 5), Cote-Nord.",GSCdatabase,,,,,,
2011-NT-6112D,1035,10,10,U/Pb,Metamorphic,None,Zircon,LA-ICPMS,Maximum Direct,Grenville Province,QC,50.76005,-68.83949,None,Complexe de la Plus-Value,Sedimentary,Quartzite: Quartzite a graphite et a grenat,"Moukhsil, A., Solgadi, F., Clark, T., Blouin, S., Indares, A., Davis, D.W., 2013. Geologie du nord-ouest de la region du barrage Daniel-Johnson (Manic 5), Cote-Nord.",GSCdatabase,,,,,,
2011-TC-5009A,1000,6,6,U/Pb,Metamorphic,None,Zircon,LA-ICPMS,Maximum Direct,Grenville Province,QC,51.0019,-69.00985,None,Formation de Wapussakatoo,Sedimentary,Quartzite:,"Moukhsil, A., Solgadi, F., Clark, T., Blouin, S., Indares, A., Davis, D.W., 2013. Geologie du nord-ouest de la region du barrage Daniel-Johnson (Manic 5), Cote-Nord.",GSCdatabase,,,,,,
14-AM-014A,1004,15,15,U/Pb,Metamorphic,None,Zircon,TIMS,Minimum Direct,Grenville Province,QC,47.87515,-74.10726,None,"[mpro]hid2 | Mesoproterozoique, Suite plutonique de Hibbard",Plutonic,Opdalite:,"Moukhsil, A., Solgadi, F., Belkacim, S., Augland, L.E., David, J., 2015. Geologie de la region de Parent, Haut-Saint-Maurice (partie ouest du Grenville), p. 60",GSCdatabase,,,,,,
14-AM-161A,1161,57,57,U/Pb,Metamorphic,None,Zircon,TIMS,Minimum Direct,Grenville Province,QC,47.61768,-74.34299,None,"[mpro]lac11 | Mesoproterozoique, Suite magmatique de Lacoste",Metamorphic,Gneiss: Gneiss granitique,"Moukhsil, A., Solgadi, F., Belkacim, S., Augland, L.E., David, J., 2015. Geologie de la region de Parent, Haut-Saint-Maurice (partie ouest du Grenville), p. 60",GSCdatabase,,,,,,
14-AM-163A,1012,1,1,U/Pb,Metamorphic,None,Zircon,TIMS,Direct,Grenville Province,QC,47.6292,-74.34806,None,"[mpro]sro2 | Mesoproterozoique, Suite de Roc",Plutonic,Gabbronorite:,"Moukhsil, A., Solgadi, F., Belkacim, S., Augland, L.E., David, J., 2015. Geologie de la region de Parent, Haut-Saint-Maurice (partie ouest du Grenville), p. 60",GSCdatabase,,,,,,
14-AM-243A,1048,23,23,U/Pb,Metamorphic,None,Zircon,TIMS,Minimum Direct,Grenville Province,QC,47.96338,-74.81633,None,"[mpro]hid3 | Mesoproterozoique, Suite plutonique de Hibbard",Plutonic,Granite:,"Moukhsil, A., Solgadi, F., Belkacim, S., Augland, L.E., David, J., 2015. Geologie de la region de Parent, Haut-Saint-Maurice (partie ouest du Grenville), p. 60",GSCdatabase,,,,,,
1998-SN-6016A,1083.7,1.3,1.3,U/Pb,Metamorphic,None,Zircon,TIMS,Direct,Grenville Province,QC,46.84386,-75.14292,None,"[mpro]lac8 | Mesoproterozoique, Suite magmatique de Lacoste",Metamorphic,Gneiss: Gneiss dioritique,"Davis, D.W., Nantel, S., 2016. Datations U-Pb dans la partie nord de la Ceinture centrale des metasediments, Province de Grenville, region de Mont-Laurier, p. 52",GSCdatabase,,,,,,
2003-SN-1129A1,1158.1,3.7,3.7,U/Pb,Metamorphic,None,Zircon,LA-ICPMSMC,Maximum Direct,Grenville Province,QC,47.04645,-74.56044,None,"[mpro]bet1 | Mesoproterozoique, Suite intrusive de Bethune",Metamorphic,"Gabbro, metamorphise: Metagabbro","Augland, L.E., David, J., Pilote, P., Leclerc, F., Goutier, J., Hammouche, H., Lafrance, I., Takam, T.F., Deschenes, P-L., Guemache, M., 2016. Datations U-Pb dans les provinces de Churchill et du Superieur effectuees au GEOTOP en 2012-2013",GSCdatabase,,,,,,
2003-SN-1129A1,1117,0,0,U/Pb,Metamorphic,None,Zircon,LA-ICPMSMC,Estimate,Grenville Province,QC,47.04645,-74.56044,None,"[mpro]bet1 | Mesoproterozoique, Suite intrusive de Bethune",Metamorphic,"Gabbro, metamorphise: Metagabbro","Augland, L.E., David, J., Pilote, P., Leclerc, F., Goutier, J., Hammouche, H., Lafrance, I., Takam, T.F., Deschenes, P-L., Guemache, M., 2016. Datations U-Pb dans les provinces de Churchill et du Superieur effectuees au GEOTOP en 2012-2013",GSCdatabase,,,,,,
2004-EG-5033A,1031,9,9,U/Pb,Metamorphic,None,Zircon,TIMS,Minimum Direct,Grenville Province,QC,47.34949,-74.58033,None,"[mpro]lac11 | Mesoproterozoique, Suite magmatique de Lacoste",Metamorphic,Gneiss: Gneiss monzogranitique,"Augland, L.E., David, J., Pilote, P., Leclerc, F., Goutier, J., Hammouche, H., Lafrance, I., Takam, T.F., Deschenes, P-L., Guemache, M., 2016. Datations U-Pb dans les provinces de Churchill et du Superieur effectuees au GEOTOP en 2012-2013",GSCdatabase,,,,,,
CG93-268A,1036,17,17,U/Pb,Metamorphic,"7 fractions, discordant, roughly colinear, plus 3 fractions from pegmatite sample, same outcrop (268B). Age is lower intercept of 6 most colinear fractions plus the pegmatite zircons. Fit stats not reported; some scatter is evident on plot.",Zircon,TIMS,Estimate,Grenville Province,NL,51.57083,-56.7375,"L'Anse-au-Diable, Labrador. Coordinates approximated from sketch map in report.",Pinware terrane - ?Pitts Harbour Group,Volcanic,banded volcanoclastic (?) rock,"Wasteneys, H.A., Kamo, S.L., Moser, D., Krogh, T.E., Gower, C.F. and Owen, J.V., 1997. U-Pb geochronological constraints on the geological evolution of the Pinware terrane and adjacent areas, Grenville Province, southeast Labrador, Canada; Precambrian Research, v. 81, p. 101-128",GSCdatabase,,,,,,
CG93-268A,1056,130,130,U/Pb,Metamorphic,"1 fraction consisting of metamorphic overgrowths, age is 207Pb/206Pb age.",Zircon,TIMS,Estimate,Grenville Province,NL,51.57083,-56.7375,"L'Anse-au-Diable, Labrador. Coordinates approximated from sketch map in report.",Pinware terrane - ?Pitts Harbour Group,Volcanic,banded volcanoclastic (?) rock,"Wasteneys, H.A., Kamo, S.L., Moser, D., Krogh, T.E., Gower, C.F. and Owen, J.V., 1997. U-Pb geochronological constraints on the geological evolution of the Pinware terrane and adjacent areas, Grenville Province, southeast Labrador, Canada; Precambrian Research, v. 81, p. 101-128",GSCdatabase,,,,,,
CG81-429,1020,5,5,U/Pb,Metamorphic,"Single concordant fraction, age is 206Pb/238U age. Colinear with discordant zircons (77% prob. of fit).",Zircon,TIMS,Direct,Grenville Province,NL,53.645,-56.57556,"Cartwright, Labrador. Coordinates interpolated from sketch map in report.",Groswater Bay terrane - Cartwright granite,Plutonic,strongly foliated coarse-grained pink-weathering alkali-feldspar granite to quartz syenite,"Kamo, S.L., Wasteneys, H., Gower, C.F. and Krogh, T.E., 1996. U-Pb geochronology of Labradorian and later events in the Grenville Province, eastern Labrador; Precambrian Research, v. 80, p. 239-260",GSCdatabase,,,,,,
VN91-264B,1038,3,3,U/Pb,Metamorphic,"1 fraction (2 grains, yellow), concordant (0.0% disc), age is mean of U-Pb ages (not corrected for excess 206Pb).",Zircon,TIMS,Direct,Grenville Province,NL,52.875,-57.38917,"Paradise River, Labrador. Coordinates approximated from sketch map in report.",Lake Melville terrane - unknown,Plutonic,biotite granodiorite dyke,"Wasteneys, H.A., Kamo, S.L., Moser, D., Krogh, T.E., Gower, C.F. and Owen, J.V., 1997. U-Pb geochronological constraints on the geological evolution of the Pinware terrane and adjacent areas, Grenville Province, southeast Labrador, Canada; Precambrian Research, v. 81, p. 101-128",GSCdatabase,,,,,,
2006-MS-0045A,1085,7.7,7.7,U/Pb,Metamorphic,"L?analyse de 7 monozircons a produit des ages 207Pb/206Pb variant de 1079 a 1522 Ma (-0,4% a 4,6% disc). Le calcul de regression (5 analyses) donne un intercepte inferieur a 1085 ?7,7 Ma (MSWD =1,12), soit l?age de la migmatisation du paragneiss.",Zircon,TIMS,Direct,Grenville Province,QC,49.28731,-68.15063,"L'echantillon a ete preleve a environ 2 km du depart du chemin de la Toulnoustouc en direction nord, a une centaine de metres a l'est du lac de la riviere aux Anglais.","[mpro]bou | Mesoproterozoique, Complexe de Bourdon",Metamorphic,paragneiss: Paragneiss migmatise a biotite. [22F0820060612MS45],"David, J., Moukhsil, A., Gobeil, A., Sappin, A-A.. et Dion, C., 2010. Datations U-Pb effectuees dans la Province de Grenville en 2007-2008. Ministere des Ressources naturelles et de la Faune, Quebec; RP 2010-02.; Datations U-Pb effectuees dans la Province de Grenville en 2007-2008. Ministere des Ressources naturelles et de la Faune, Quebec; RP 2010-02.",GSCdatabase,,,,,,
VO92-197A,1009,10,10,U/Pb,Metamorphic,"5 fractions, variably discordant, colinear. Age is lower intercept of regression through all points. Fit stats not reported; regression described as ""precise"", points plot visually tight to chord.",Zircon,TIMS,Direct,Grenville Province,NL,52.09583,-57.79,"Tributary of St. Paul River, Labrador. Coordinates approximated from sketch map in report.",Pinware terrane - unknown,Plutonic,"pink-weathering fine- to medium-grained recrystallized strongly-foliated quartz monzonite, contains some coarser-grained layers","Wasteneys, H.A., Kamo, S.L., Moser, D., Krogh, T.E., Gower, C.F. and Owen, J.V., 1997. U-Pb geochronological constraints on the geological evolution of the Pinware terrane and adjacent areas, Grenville Province, southeast Labrador, Canada; Precambrian Research, v. 81, p. 101-128",GSCdatabase,,,,,,
CG87-461,1019,14,14,U/Pb,Metamorphic,"8 fractions, broadly (but not statistically) colinear, 4 cluster on or just below concordia near lower intercept (age as given) of best fit line. Two upper intercepts are possible through remaining fractions, at ca. 1500 and ca. 1590 Ma.",Zircon,TIMS,Estimate,Grenville Province,NL,52.23722,-55.83333,"The Lodge, Labrador. Coordinates approximated from sketch map in report.",Pinware terrane - unknown,Metamorphic,quartz monzodiorite gneiss,"Wasteneys, H.A., Kamo, S.L., Moser, D., Krogh, T.E., Gower, C.F. and Owen, J.V., 1997. U-Pb geochronological constraints on the geological evolution of the Pinware terrane and adjacent areas, Grenville Province, southeast Labrador, Canada; Precambrian Research, v. 81, p. 101-128",GSCdatabase,,,,,,
